field_id,sport_id,day_of_week,hour,is_weekend,month,price,is_peak_hour,was_booked
f3,football,4,18,0,3,489251,1,0
f1,tennis,7,12,1,1,296984,0,1
f1,football,5,20,0,7,539364,1,1
f1,football,1,19,0,10,500140,1,1
f1,tennis,5,8,0,3,310443,0,0
f2,tennis,6,21,1,1,310981,1,0
f3,football,2,12,0,2,395293,0,0
f2,badminton,4,10,0,12,409878,0,0
f1,tennis,7,6,1,8,281091,0,0
f2,table-tennis,3,12,0,12,352875,0,0
f3,tennis,3,20,0,1,339889,1,1
f1,tennis,6,17,1,8,387512,1,1
f1,tennis,7,8,1,6,433442,0,1
f2,tennis,7,18,1,12,436400,1,1
f1,football,1,20,0,11,355167,1,1
f2,football,5,20,0,6,467224,1,1
f2,tennis,6,11,1,7,276318,0,1
f3,tennis,5,22,0,9,285720,0,0
f2,tennis,7,21,1,5,294396,1,0
f2,football,2,19,0,4,538647,1,1
f2,football,3,19,0,2,401717,1,1
f3,football,4,17,0,6,548174,1,1
f3,tennis,7,22,1,11,298689,0,0
f1,tennis,1,20,0,10,323584,1,1
f3,football,6,19,1,2,510852,1,0
f2,tennis,4,8,0,2,355943,0,0
f2,tennis,1,9,0,2,320457,0,1
f2,tennis,6,18,1,12,320804,1,1
f3,table-tennis,2,20,0,7,362978,1,0
f3,tennis,3,18,0,1,298566,1,1
f2,football,7,6,1,6,539873,0,0
f3,tennis,1,11,0,7,274878,0,0
f2,football,6,20,1,4,533819,1,1
f1,football,7,9,1,6,466505,0,0
f1,football,7,7,1,9,526858,0,0
f1,tennis,7,19,1,3,328116,1,1
f1,football,5,20,0,5,472871,1,1
f1,football,1,19,0,6,481186,1,1
f1,football,3,8,0,1,547218,0,0
f1,table-tennis,1,12,0,8,397453,0,0
f1,tennis,5,22,0,4,330623,0,1
f3,badminton,3,20,0,8,354082,1,1
f2,tennis,4,6,0,11,314260,0,0
f2,football,1,17,0,6,469442,1,1
f2,table-tennis,6,19,1,10,443343,1,1
f3,football,3,16,0,8,429354,0,0
f3,football,7,20,1,11,522264,1,1
f1,tennis,4,15,0,4,294424,0,0
f2,tennis,6,14,1,2,305936,0,1
f2,tennis,2,23,0,11,312163,0,1
f1,football,4,21,0,2,546835,1,1
f1,tennis,1,23,0,10,423608,0,0
f3,football,4,19,0,6,537207,1,0
f2,tennis,1,17,0,5,390953,1,1
f3,tennis,2,21,0,3,413201,1,1
f1,tennis,7,12,1,9,265058,0,0
f3,football,7,18,1,7,523526,1,0
f3,tennis,6,19,1,11,353441,1,1
f3,badminton,3,11,0,1,385818,0,0
f2,tennis,3,11,0,1,268776,0,0
f2,football,2,19,0,12,454018,1,1
f3,football,4,13,0,7,494681,0,1
f2,football,3,17,0,10,361135,1,0
f1,football,7,3,1,10,538338,0,1
f2,badminton,4,17,0,8,407939,1,1
f1,football,1,16,0,6,364534,0,1
f3,table-tennis,4,21,0,9,390425,1,1
f2,table-tennis,1,7,0,1,389507,0,0
f1,tennis,3,7,0,6,251013,0,0
f2,football,2,18,0,7,542231,1,1
f3,badminton,7,4,1,6,402044,0,0
f1,tennis,1,22,0,8,260205,0,0
f3,tennis,5,19,0,7,333904,1,1
f1,tennis,1,10,0,6,331018,0,0
f3,tennis,1,18,0,7,263875,1,1
f3,tennis,5,14,0,2,290668,0,0
f1,tennis,7,4,1,3,316910,0,0
f3,badminton,2,16,0,6,445339,0,0
f3,football,2,9,0,2,483550,0,1
f3,football,7,4,1,11,473218,0,0
f3,tennis,4,17,0,10,325952,1,1
f3,badminton,6,14,1,10,432210,0,1
f2,football,4,19,0,8,489691,1,1
f3,football,3,4,0,9,490685,0,0
f1,football,3,4,0,5,534497,0,0
f1,football,5,13,0,9,410648,0,0
f3,football,4,20,0,10,474672,1,1
f2,badminton,2,12,0,1,363566,0,0
f2,football,1,20,0,9,372617,1,1
f3,tennis,4,17,0,9,329928,1,1
f2,tennis,4,18,0,7,294350,1,1
f1,tennis,6,4,1,6,393213,0,1
f3,tennis,3,20,0,5,336057,1,0
f3,football,3,21,0,2,536980,1,1
f2,tennis,6,21,1,12,301374,1,1
f3,football,3,13,0,9,534343,0,0
f1,table-tennis,6,17,1,12,418995,1,1
f3,tennis,5,1,0,6,297526,0,0
f1,tennis,7,6,1,8,279693,0,0
f1,football,3,16,0,2,520748,0,0
f3,football,6,20,1,6,531006,1,1
f2,football,2,17,0,3,540812,1,1
f1,football,4,15,0,1,397749,0,0
f1,tennis,5,17,0,5,348112,1,1
f1,table-tennis,2,23,0,5,411474,0,0
f1,tennis,6,12,1,10,310513,0,0
f2,tennis,5,23,0,7,371241,0,0
f3,football,7,3,1,5,534040,0,0
f2,tennis,1,18,0,12,417621,1,0
f2,football,7,11,1,3,508893,0,0
f1,tennis,1,21,0,4,309130,1,0
f1,tennis,1,16,0,7,299015,0,1
f1,tennis,2,14,0,1,262987,0,0
f3,tennis,7,8,1,3,255020,0,1
f2,football,7,17,1,3,442476,1,1
f3,football,1,10,0,1,478266,0,0
f3,badminton,5,16,0,9,364573,0,0
f1,tennis,1,9,0,1,305027,0,0
f3,tennis,1,17,0,2,315513,1,1
f1,football,5,9,0,10,444181,0,1
f2,football,5,9,0,6,524798,0,0
f3,tennis,1,12,0,9,358870,0,0
f3,football,7,19,1,9,352665,1,1
f2,football,6,12,1,7,483246,0,0
f2,football,3,20,0,4,536127,1,1
f3,tennis,7,8,1,6,355811,0,1
f2,table-tennis,2,13,0,11,441146,0,0
f1,football,1,18,0,12,509988,1,1
f1,football,7,20,1,4,455492,1,1
f2,badminton,4,14,0,9,383202,0,1
f3,football,3,19,0,6,456265,1,0
f2,tennis,1,16,0,6,302431,0,0
f2,tennis,2,18,0,8,315211,1,1
f3,tennis,7,20,1,2,305640,1,1
f3,football,5,14,0,5,463447,0,1
f3,tennis,3,17,0,8,344065,1,1
f3,tennis,3,2,0,8,345265,0,0
f2,football,4,19,0,5,357518,1,1
f3,tennis,3,20,0,9,348290,1,1
f1,football,7,17,1,10,507432,1,1
f1,football,7,12,1,11,497467,0,1
f3,football,5,17,0,3,508972,1,0
f2,tennis,7,20,1,2,268047,1,1
f2,tennis,6,9,1,5,264869,0,1
f1,tennis,5,22,0,7,323619,0,0
f2,table-tennis,4,18,0,4,387431,1,1
f2,football,1,18,0,3,459706,1,1
f3,tennis,1,23,0,11,291889,0,0
f3,football,5,12,0,9,489315,0,0
f3,badminton,6,11,1,11,397381,0,0
f1,football,7,9,1,3,514752,0,1
f3,football,3,20,0,8,422305,1,1
f1,football,3,19,0,7,544223,1,1
f2,tennis,7,4,1,10,266426,0,0
f3,football,4,17,0,8,517811,1,1
f3,football,5,18,0,3,366912,1,1
f1,football,5,13,0,3,471581,0,1
f3,football,3,21,0,9,487230,1,0
f2,football,6,11,1,9,466406,0,0
f3,badminton,1,20,0,9,372103,1,1
f3,football,2,18,0,11,544454,1,0
f2,football,1,5,0,1,355958,0,0
f3,tennis,6,18,1,4,324991,1,1
f3,football,4,18,0,11,487967,1,1
f2,tennis,2,14,0,11,288985,0,0
f3,football,2,15,0,8,513471,0,0
f2,tennis,2,19,0,6,444157,1,1
f2,tennis,2,16,0,6,323616,0,1
f1,tennis,1,12,0,5,282495,0,1
f1,tennis,4,15,0,10,282541,0,0
f1,tennis,5,14,0,12,274881,0,0
f2,table-tennis,4,20,0,8,390441,1,1
f1,tennis,5,23,0,8,281552,0,0
f2,football,1,15,0,5,528317,0,0
f3,football,4,18,0,5,351071,1,0
f2,football,3,12,0,12,502855,0,1
f2,football,5,6,0,9,497516,0,0
f1,tennis,5,17,0,8,322070,1,1
f3,football,5,8,0,2,362672,0,1
f2,football,3,6,0,3,428966,0,0
f3,football,1,8,0,1,543531,0,1
f2,tennis,4,17,0,3,417568,1,1
f3,tennis,2,18,0,7,346904,1,0
f3,tennis,5,18,0,9,314205,1,1
f2,tennis,7,12,1,1,293416,0,0
f2,football,3,19,0,12,440183,1,1
f3,tennis,3,19,0,11,325821,1,1
f3,football,5,10,0,8,518712,0,0
f3,tennis,2,9,0,11,254138,0,0
f3,football,2,12,0,1,491116,0,0
f2,badminton,2,16,0,7,430147,0,0
f3,football,1,8,0,12,417984,0,1
f2,tennis,4,13,0,9,391124,0,0
f2,tennis,3,16,0,9,438587,0,0
f3,badminton,6,10,1,12,429963,0,0
f1,tennis,5,8,0,5,289008,0,0
f3,football,6,15,1,12,491555,0,0
f3,football,3,7,0,5,425166,0,0
f2,tennis,7,23,1,6,269198,0,0
f2,table-tennis,1,23,0,6,407983,0,0
f3,tennis,2,21,0,4,320592,1,1
f3,football,3,6,0,3,430698,0,0
f1,football,1,21,0,11,519604,1,1
f1,football,1,15,0,7,544025,0,0
f3,football,1,23,0,9,470701,0,0
f2,tennis,6,17,1,4,287649,1,1
f3,football,7,20,1,2,525252,1,1
f3,tennis,7,22,1,1,372946,0,0
f1,football,7,19,1,7,514930,1,1
f3,tennis,1,13,0,1,324443,0,0
f2,tennis,4,18,0,11,318723,1,1
f1,badminton,4,6,0,5,364764,0,0
f3,tennis,6,19,1,5,274405,1,1
f2,tennis,5,17,0,11,275318,1,1
f3,tennis,7,16,1,7,292982,0,1
f3,football,2,14,0,3,492415,0,0
f1,tennis,4,12,0,4,348796,0,1
f2,tennis,5,20,0,12,251498,1,1
f2,tennis,2,21,0,1,365495,1,1
f1,tennis,6,23,1,9,342216,0,0
f3,football,6,12,1,5,530560,0,1
f1,tennis,2,21,0,8,329395,1,1
f3,football,4,20,0,9,437044,1,0
f1,tennis,7,19,1,10,360730,1,1
f3,tennis,3,22,0,2,423946,0,0
f3,badminton,2,18,0,10,369641,1,1
f3,tennis,1,7,0,11,343967,0,0
f1,table-tennis,4,13,0,1,367294,0,0
f2,tennis,1,13,0,9,438181,0,0
f3,football,4,21,0,5,450395,1,1
f3,football,1,16,0,7,541800,0,1
f1,football,4,12,0,1,503591,0,1
f1,football,6,23,1,11,405097,0,0
f2,tennis,7,13,1,7,260518,0,0
f3,badminton,2,19,0,11,395582,1,1
f3,tennis,5,20,0,3,279188,1,0
f1,tennis,4,20,0,11,321361,1,1
f2,football,2,16,0,8,470332,0,1
f3,football,1,15,0,11,530599,0,0
f1,football,2,6,0,2,527849,0,1
f3,table-tennis,6,9,1,1,447064,0,1
f2,football,5,17,0,4,457398,1,1
f2,football,7,20,1,12,491799,1,1
f3,tennis,2,20,0,5,268777,1,0
f3,football,4,11,0,5,457989,0,0
f3,table-tennis,2,17,0,11,405994,1,1
f1,tennis,6,13,1,11,318742,0,1
f2,tennis,2,13,0,5,274101,0,0
f2,football,7,13,1,4,542743,0,1
f2,football,5,23,0,7,504592,0,0
f1,tennis,2,7,0,5,293288,0,0
f2,tennis,1,20,0,9,274966,1,1
f2,table-tennis,5,2,0,10,359539,0,0
f3,badminton,6,7,1,9,412835,0,0
f2,tennis,1,23,0,4,274906,0,0
f1,tennis,7,22,1,8,381797,0,0
f3,football,4,19,0,4,492154,1,1
f2,tennis,5,16,0,11,290425,0,1
f3,tennis,4,20,0,2,344688,1,1
f2,football,3,15,0,6,455992,0,0
f1,table-tennis,2,10,0,1,422523,0,0
f3,football,4,9,0,5,375715,0,1
f2,table-tennis,7,15,1,4,422173,0,0
f3,tennis,3,23,0,8,344838,0,0
f2,tennis,2,19,0,12,296160,1,1
f3,football,4,22,0,3,421058,0,0
f1,tennis,1,22,0,2,437584,0,1
f1,tennis,2,8,0,11,258908,0,0
f1,football,5,12,0,8,457923,0,0
f3,tennis,4,15,0,11,352061,0,1
f3,tennis,1,17,0,1,344659,1,1
f2,football,5,17,0,12,506436,1,0
f1,football,1,9,0,9,481584,0,1
f3,tennis,7,11,1,6,302022,0,1
f2,tennis,5,18,0,4,279603,1,1
f1,football,7,17,1,11,354152,1,1
f2,tennis,5,3,0,8,333459,0,1
f1,football,4,20,0,7,493420,1,1
f1,badminton,1,7,0,4,440739,0,0
f2,tennis,1,17,0,2,286749,1,0
f3,tennis,1,23,0,3,391220,0,1
f1,football,2,21,0,12,402205,1,0
f2,football,5,20,0,4,501007,1,1
f3,tennis,4,8,0,12,340349,0,0
f3,table-tennis,3,6,0,1,407290,0,0
f1,tennis,5,23,0,10,328067,0,0
f2,football,6,19,1,5,509054,1,1
f2,football,4,11,0,7,439088,0,0
f2,football,7,12,1,10,482302,0,0
f1,tennis,2,19,0,7,333086,1,1
f2,tennis,3,5,0,2,250680,0,0
f2,tennis,7,6,1,5,267367,0,1
f2,tennis,5,16,0,9,303483,0,1
f1,tennis,5,17,0,2,328386,1,1
f2,football,3,13,0,7,461101,0,0
f3,football,5,10,0,9,539825,0,1
f1,tennis,3,15,0,5,269127,0,1
f2,tennis,4,14,0,5,260082,0,1
f1,badminton,6,17,1,8,430828,1,1
f1,football,3,22,0,1,501864,0,0
f3,tennis,7,12,1,6,293874,0,0
f3,badminton,2,14,0,5,429064,0,0
f1,tennis,3,23,0,3,302198,0,0
f2,table-tennis,6,15,1,11,425481,0,0
f2,tennis,3,12,0,7,264927,0,0
f1,badminton,5,17,0,3,422102,1,1
f3,tennis,6,12,1,4,288185,0,0
f1,tennis,6,8,1,8,333012,0,1
f2,badminton,2,16,0,12,399412,0,1
f3,tennis,5,18,0,7,316402,1,0
f3,tennis,5,19,0,1,297124,1,1
f3,table-tennis,6,6,1,2,382536,0,0
f2,football,6,2,1,10,523822,0,0
f3,football,4,23,0,6,406420,0,0
f1,tennis,2,21,0,9,317999,1,1
f3,tennis,2,12,0,8,401266,0,0
f3,badminton,6,9,1,9,395215,0,0
f2,football,3,22,0,7,461253,0,0
f3,football,3,15,0,5,509681,0,0
f3,tennis,3,6,0,8,307431,0,0
f2,tennis,1,2,0,5,343163,0,0
f2,tennis,1,20,0,11,371542,1,0
f3,football,5,19,0,3,470989,1,1
f2,tennis,2,19,0,7,274176,1,1
f3,tennis,4,21,0,1,330492,1,0
f2,table-tennis,4,0,0,7,442371,0,0
f2,football,7,20,1,2,363336,1,1
f3,football,3,6,0,6,509972,0,0
f3,tennis,5,14,0,11,328246,0,1
f2,tennis,1,16,0,6,410012,0,0
f3,badminton,7,22,1,5,430541,0,0
f3,football,3,9,0,2,490026,0,1
f2,tennis,2,13,0,9,404819,0,0
f3,tennis,4,15,0,3,333296,0,0
f3,football,5,15,0,3,487858,0,1
f2,tennis,5,19,0,1,297059,1,0
f2,football,2,23,0,7,523607,0,0
f2,tennis,6,15,1,8,343079,0,0
f2,football,1,1,0,10,549753,0,0
f1,tennis,2,12,0,9,272047,0,0
f3,tennis,7,19,1,8,416952,1,1
f1,tennis,7,21,1,9,298085,1,1
f1,badminton,4,7,0,9,405725,0,0
f3,football,3,12,0,1,484447,0,1
f1,tennis,7,18,1,2,281056,1,1
f3,table-tennis,6,19,1,6,443159,1,1
f2,football,5,19,0,3,477082,1,0
f1,table-tennis,3,11,0,9,428231,0,0
f2,football,3,20,0,5,385041,1,0
f3,badminton,7,8,1,2,448316,0,0
f1,tennis,7,8,1,11,341937,0,0
f1,football,6,17,1,6,482447,1,1
f3,tennis,4,20,0,3,332890,1,1
f2,tennis,4,19,0,2,262202,1,1
f3,tennis,6,13,1,6,313968,0,1
f1,table-tennis,1,13,0,12,433209,0,0
f2,football,7,14,1,9,478551,0,0
f1,tennis,3,17,0,6,287171,1,1
f3,football,5,19,0,8,495054,1,0
f1,football,1,19,0,11,510238,1,1
f1,tennis,4,23,0,1,306072,0,0
f3,football,6,10,1,5,485916,0,1
f2,tennis,1,21,0,6,335054,1,1
f2,football,3,18,0,12,448989,1,1
f3,football,6,0,1,2,477973,0,0
f1,table-tennis,2,17,0,9,408335,1,1
f3,tennis,7,19,1,2,305353,1,1
f2,football,2,5,0,7,545782,0,0
f1,tennis,3,8,0,5,300164,0,0
f1,table-tennis,6,4,1,3,419534,0,0
f3,table-tennis,2,16,0,8,444690,0,1
f3,football,4,17,0,10,507984,1,0
f1,football,2,21,0,2,545683,1,1
f2,tennis,7,9,1,3,286302,0,0
f1,football,5,20,0,10,429638,1,1
f3,football,7,20,1,11,489537,1,1
f3,badminton,2,14,0,12,388737,0,0
f1,tennis,4,9,0,2,315481,0,0
f1,tennis,1,23,0,6,391480,0,0
f3,tennis,3,17,0,9,272645,1,1
f1,football,5,0,0,2,484365,0,0
f1,tennis,5,19,0,5,343405,1,1
f2,tennis,6,5,1,7,333956,0,0
f3,football,3,13,0,2,460357,0,0
f1,football,5,14,0,6,526865,0,0
f3,tennis,6,13,1,2,441576,0,0
f1,football,2,23,0,2,506948,0,0
f3,football,1,21,0,5,447215,1,1
f1,football,1,8,0,12,541946,0,1
f2,tennis,5,19,0,9,344472,1,1
f2,football,6,20,1,5,465473,1,1
f1,tennis,7,11,1,7,318662,0,1
f3,tennis,6,15,1,2,409663,0,0
f1,tennis,7,10,1,10,298193,0,1
f1,football,6,7,1,12,379937,0,0
f1,football,7,9,1,1,456026,0,0
f2,football,2,19,0,1,543588,1,1
f2,football,3,15,0,4,544409,0,1
f1,football,3,16,0,2,438254,0,0
f1,football,7,2,1,9,502550,0,1
f2,tennis,7,14,1,5,261322,0,0
f1,tennis,2,20,0,5,289834,1,1
f1,tennis,3,15,0,10,275614,0,0
f3,football,2,23,0,1,503744,0,1
f3,tennis,6,20,1,12,251257,1,0
f1,football,4,20,0,12,390306,1,1
f3,football,4,23,0,8,457850,0,0
f1,badminton,3,2,0,2,380339,0,0
f3,tennis,6,13,1,6,348028,0,1
f1,football,2,21,0,11,401688,1,1
f3,football,4,23,0,11,467132,0,0
f2,tennis,7,18,1,7,346384,1,1
f2,tennis,2,22,0,2,276569,0,0
f3,football,2,10,0,2,508925,0,0
f2,football,5,23,0,6,477215,0,0
f2,tennis,7,5,1,2,270658,0,0
f2,tennis,6,2,1,10,378183,0,0
f2,football,1,9,0,12,496627,0,1
f1,table-tennis,3,21,0,5,372789,1,1
f2,tennis,5,19,0,12,282748,1,1
f1,football,1,3,0,1,479135,0,0
f2,tennis,6,22,1,11,334500,0,1
f3,tennis,7,1,1,2,258450,0,0
f3,tennis,7,5,1,3,293456,0,0
f2,football,2,16,0,10,544952,0,1
f1,tennis,6,11,1,7,296392,0,1
f1,tennis,3,20,0,8,269481,1,1
f3,table-tennis,2,12,0,11,415390,0,0
f3,tennis,1,11,0,2,300202,0,1
f1,table-tennis,7,9,1,9,432674,0,0
f3,football,4,16,0,12,512873,0,0
f2,tennis,5,14,0,9,300905,0,1
f1,tennis,5,1,0,4,286822,0,1
f2,football,3,8,0,10,370922,0,1
f3,football,3,21,0,9,546607,1,1
f1,football,7,16,1,7,372768,0,1
f3,tennis,7,18,1,12,297026,1,0
f1,table-tennis,6,22,1,6,424403,0,0
f3,football,7,18,1,8,490508,1,1
f1,football,1,17,0,4,478679,1,1
f2,football,3,6,0,10,467103,0,0
f1,tennis,1,9,0,1,326888,0,0
f1,football,7,19,1,9,497826,1,0
f2,tennis,6,21,1,7,363242,1,1
f2,football,2,22,0,12,507261,0,0
f2,table-tennis,3,19,0,3,423659,1,1
f3,tennis,2,21,0,11,272983,1,1
f3,badminton,3,11,0,3,445529,0,1
f3,tennis,4,2,0,10,373865,0,0
f3,football,6,6,1,10,515035,0,0
f3,football,2,14,0,6,472005,0,0
f1,badminton,6,20,1,11,394007,1,1
f2,football,2,4,0,12,495938,0,0
f1,tennis,1,13,0,1,407438,0,0
f1,tennis,4,16,0,7,321568,0,1
f2,table-tennis,6,8,1,11,371319,0,0
f1,tennis,1,10,0,6,263726,0,1
f1,tennis,2,4,0,12,321702,0,0
f1,tennis,5,21,0,10,313273,1,1
f2,football,2,20,0,10,406911,1,1
f1,tennis,2,15,0,4,341382,0,0
f3,football,3,12,0,11,388980,0,1
f1,tennis,5,17,0,9,314349,1,1
f2,football,4,12,0,2,536772,0,0
f2,football,1,7,0,1,472391,0,0
f1,tennis,7,13,1,2,302096,0,0
f3,tennis,1,18,0,11,300793,1,1
f2,tennis,2,2,0,8,284510,0,0
f2,football,7,20,1,5,458079,1,1
f3,badminton,1,21,0,2,395061,1,0
f2,table-tennis,2,3,0,9,400738,0,0
f2,table-tennis,6,20,1,8,380886,1,1
